Well Name,API,Route,Company,Status
STEELE-COLLARD F 2,42195306390000,N 101,Presidio,Active
STEELE-COLLARD F 3,42195314020000,N 101,Presidio,Active
STEELE-COLLARD F 4,42195314260000,N 101,Presidio,Active
STEWARD #1-20HD,35129236770000,E 305,Presidio,Active
STEWART-WICKHAM #1-22,35129206050000,E 307,Presidio,Active
STICE #3-14,35129216030000,E 305,Presidio,Active
STICE #4-14,35129216600000,E 305,Presidio,Active
STICE #5-14,35129217940000,E 305,Presidio,Active
STICE #7-14,35129224240000,E 305,Presidio,Active
STICE #8-14,35129224370000,E 305,Presidio,Active
STICKLEY 242 #1HB,42211348650000,C 202,Presidio,Active
STORMY 1084-1HM,42295341020000,N 110,Presidio,Active
STORMY 1084-2HM,42295335960000,N 110,Presidio,Active
STORMY 1084-3HM,42295341030000,N 110,Presidio,Active
STRICKLIN #3-35,35139218930000,N 101,Presidio,Active
STROBEL #1-3,35149211790000,E 315,Presidio,Active
STROBEL #3-3H,35149215370000,E 315,Presidio,Active
STRONG BOW #1-16,35129227840000,E 311,Presidio,Active
STUCKER UNIT 1-5H,35045234230000,N 113,Presidio,Active
STUDER #1,42211318690000,N 112,Presidio,SI
"STUMP, J. V. #1-15",42357001340000,N 101,Presidio,SI
"STUMP, J. V. #2-15",42357315770000,N 101,Presidio,Active
SUMMERS #3-24H,35009217760000,E 313,Presidio,Active
SUNSET ROSE 904-1HM,42295338480000,N 110,Presidio,Active
SUNSET ROSE 904-2HM,42295337470000,N 110,Presidio,SI
SUTTER -F- #2-20,35045217340000,N 114,Presidio,Active
SUTTER -F- #3-20,35045221060000,N 114,Presidio,Active
SUTTER -F- #4-20,35045221810000,N 114,Presidio,Active
SWEETWATER 02-38H,42483337190000,C 209,Presidio,Active
SWEETWATER 03-38H,42483336280000,C 209,Presidio,Active
SWITZER #1-32,35129227670000,E 306,Presidio,Active
SWITZER #1-5,35129224610000,E 306,Presidio,Active
SWITZER #2-32 ST,35129229600000,E 306,Presidio,Active
SWITZER #3-32,35129230640000,E 306,Presidio,Active
SWITZER #4-32,35129231490000,E 306,Presidio,Active
SWITZER #5-32,35129232150000,E 306,Presidio,Active
SYLVIA MOAD 1H-14,35129237690000,E 303,Presidio,Active
SYLVIA MOAD 2H-14,35129240500000,E 303,Presidio,Active
TALOGA TOWNSITE #1-13,35043205510000,N 114,Presidio,Active
TANNER 22-15-24 1H,35129240150000,E 308,Presidio,Active
TATER 5973,42295329300000,N 106,Presidio,SI
TAWNI #1-2H,35129238500000,E 308,Presidio,Active
TAYLOR #1-1,35129203730000,E 309,Presidio,Active
TAYLOR #1-11,35129204430000,E 309,Presidio,Active
TAYLOR #1-2,35129206580000,E 309,Presidio,Active
TAYLOR #1-22,35129211540000,E 309,Presidio,Active
TAYLOR #2-22,35129215290000,E 309,Presidio,Active
TAYLOR #3-1,35129221620000,E 309,Presidio,Active
TAYLOR 01,42357310950000,N 104,Presidio,SI
TAYLOR 1033-1HM,42295336120000,N 110,Presidio,SI
TAYLOR 19-12-22 1H,35129239090000,E 309,Presidio,Active
TAYLOR 24-12-23 1H,35129239190000,E 309,Presidio,Active
TAYLOR 30-12-22 #1H,35009219040000,E 310,Presidio,Active
TAZ 69-1H,42295340270000,N 112,Presidio,Active
TAZ 69-2H,42295340910000,N 112,Presidio,SI
TAZ 69-3H,42295335870000,N 112,Presidio,SI
TAZ 69-4H,42295340690000,N 112,Presidio,Active
T-BAR RANCH #1-9,35129220290000,E 304,Presidio,Active
T-BAR RANCH #2-9,35129226360000,E 304,Presidio,Active
TEAGUE 1-22HC,35129234680000,E 305,Presidio,Active
TEAGUE 1-23H,35129238130000,E 305,Presidio,Active
TEAGUE 23-16-22 2H,35129239030000,E 305,Presidio,SI
TEAGUE 23-16-22 3H,35129239180000,E 305,Presidio,SI
TEPE 38-1HB,42211348910000,C 205,Presidio,Active
TERREL #1,42295329350000,N 110,Presidio,SI
"TERREL, PHILIP 1-1126",42295331670000,N 110,Presidio,Active
TERRY LEA 1H-15,35045234240000,E 300,Presidio,Active
TEXA PEARL 326-1H,42295340800000,N 106,Presidio,Active
"BLASINGAME, LB #2",42357316990000,N 101,EQV,SI
"BLASINGAME, LB #4",42357317140000,N 101,EQV,SI
TEXA PEARL 326-2H,42295342490000,N 106,Presidio,Active
TEXA PEARL 326-4H,42295342510000,N 106,Presidio,Active
TEXAS STRIP 1,42483308540000,C 213,Presidio,SI
TEXAS STRIP 2,42483315240000,C 213,Presidio,SI
CARLSON TRUST #1-18,42357308900000,N 101,EQV,SI
THETFORD #4-23H,35009217730000,E 310,Presidio,Active
THETFORD #6-23H,35009217970000,E 310,Presidio,Active
THOMAS 20-12-22 #1H,35009219160000,E 310,Presidio,Active
THOMAS 47-02,42211331200000,C 217,Presidio,SI
THOMAS 47-1H,42211355920000,C 217,Presidio,Active
THOMAS 47-2SL,42211355930000,C 217,Presidio,SI
THOMAS 5-2,42483323910000,C 210,Presidio,Active
THOMAS 5-5H,42483328350000,C 210,Presidio,Active
THOMAS 5-7H,42483329350000,C 210,Presidio,Active
THOMAS BRITT 6-10,42483326580000,C 210,Presidio,SI
THOMAS BRITT 6-13H,42483329060000,C 211,Presidio,SI
THOMAS BRITT 6-14H,42483329810000,C 211,Presidio,SI
THOMAS BRITT 6-15H,42483329830000,C 211,Presidio,Active
THOMAS BRITT 6-3,42483323770000,C 210,Presidio,SI
THOMAS BRITT 6-8,42483326880000,C 210,Presidio,Active
THOMAS BRITT 6-9,42483326870000,C 210,Presidio,Active
THORAL 24-15-26 1H,35129240110000,C 205,Presidio,Active
THORESON #1-27,42195307320000,N 101,Presidio,SI
THORNE 01-76,42211312130000,C 216,Presidio,SI
THORNE 04-76,42211327680000,C 216,Presidio,SI
THORNTON #1-30,35009203020000,E 310,Presidio,Active
THORNTON #2-17,35129213660000,E 310,Presidio,Active
THORNTON #2-19,35009210340000,E 310,Presidio,Active
THORNTON #2-30,35009203850000,E 310,Presidio,Active
"CLEM ""A"" #1",42357326900000,N 102,EQV,SI
THORNTON #3-30,35009210770000,E 310,Presidio,Active
DIETRICH #3,42357323610000,N 102,EQV,SI
THORNTON #5-30,35009216300000,E 310,Presidio,Active
THORNTON 1-59,42211339780000,C 206,Presidio,Active
THORNTON 4-59,42211346400000,C 206,Presidio,Active
THORNTON 59 #5H,42211351680000,C 206,Presidio,Active
THUNDER BULL 2-17,35129227850000,E 311,Presidio,Active
THURMOND #1-21,35009202050000,E 310,Presidio,Active
THURMOND #2-27,35009208320000,E 310,Presidio,SI
MATHERS 133 #1H,42211352530000,N 102,EQV,SI
THURMOND #5-3,35129206950000,C 215,Presidio,Active
TOELLE #1-1,35149201200000,E 315,Presidio,Active
TOELLE #2-1,35149205860000,E 315,Presidio,Active
TONY 17-14-24 1H,35129239930000,E 311,Presidio,Active
TORRANCE 27-21-24 2H,35045234840000,N 114,Presidio,SI
TORREY 279-2H,42295336150000,N 112,Presidio,Active
TORREY 279-3H,42295341130000,N 112,Presidio,Active
COURSON RANCH 158 #1H,42393320800000,N 103,EQV,SI
TOWSER 158-2H,42295337720000,N 112,Presidio,Active
TOWSER 158-3HC,42295341080000,N 112,Presidio,Active
TRAYLER #1-922,42357308470000,N 101,Presidio,Active
"TREW, J T #1-78",42357007020000,N 103,Presidio,SI
TRISTAN 3-14-24 1H,35129239810000,E 308,Presidio,Active
TROY 23-1,42483316440000,C 210,Presidio,Active
TROY 23-2,42483318820000,C 210,Presidio,SI
TUCKER 1-9,35129233170000,C 213,Presidio,Active
TUCKER 2-9HB,35129235830000,C 213,Presidio,Active
TUCKER 3-9HA,35129237160000,C 213,Presidio,Active
TUCKER 70-1H,42295340660000,N 112,Presidio,SI
HUFF #1-L,42195010050001,N 103,EQV,SI
HUFF #1-U,42195010050000,N 103,EQV,SI
HUFF #2,42195010040000,N 103,EQV,SI
HUFF #3,42195010030000,N 103,EQV,SI
HUFF #4,42195307020000,N 103,EQV,SI
TUCKER 70-2H,42295338430000,N 112,Presidio,SI
TUCKER 70-3H,42295336160000,N 112,Presidio,SI
TUCKER 70-4H,42295340000000,N 112,Presidio,Active
TURKEY CREEK 1H-30,35129240320000,E 308,Presidio,Active
TURLEY #1-14HD,35129235030000,E 311,Presidio,Active
TURLEY 10-15-25 1H,35129239730000,E 308,Presidio,Active
TURNER T L 1-32,35129200800000,E 302,Presidio,Active
"TURNER, ROSE C. #2-541",42295319060000,N 111,Presidio,Active
TWO D RANCH #1-36HB,35129236590000,E 302,Presidio,Active
TWO D RANCH 1H-25,35129240080000,E 302,Presidio,Active
MCGARRAUGH B,42357303620000,N 103,EQV,SI
MCGARRAUGH B2-151,42357300640000,N 103,EQV,SI
MCGARRAUGH B3-151,42357304130000,N 103,EQV,SI
MCGARRAUGH B4-151,42357307690000,N 103,EQV,SI
MCGARRAUGH B5-151,42357322670000,N 103,EQV,SI
TWO D RANCH 1H-31,35129240340000,E 302,Presidio,Active
TWO D RANCH 1H-36,35129240770000,E 302,Presidio,Active
TWO D RANCH 24-17-25 #1H,35129239960000,E 302,Presidio,Active
TWO D RANCH 24-17-25 #2H,35129239830000,E 302,Presidio,Active
URBAN JONES #4HB,42357328920000,N 103,Presidio,SI
URBAN JONES 122 #5HB,42357332050000,N 103,Presidio,Active
URBAN JONES 122 #6HB,42357332060000,N 103,Presidio,Active
URBAN JONES 122-3,42357325380000,N 103,Presidio,SI
"URBAN, ROBERT H #1-108",42357302170000,N 103,Presidio,SI
SWINK 1-119,42357002040000,N 103,EQV,SI
SWINK 3-119,42357319280000,N 103,EQV,SI
URSCHEL 01,42211309850000,N 112,Presidio,Active
URSCHEL 01-60,42211322870001,N 112,Presidio,SI
URSCHEL 02,42211310240000,N 112,Presidio,SI
URSCHEL 1-1H,42211355720000,N 112,Presidio,Active
URSCHEL 174 #2,42211340230000,N 112,Presidio,Active
URSCHEL 2,42211319080000,N 112,Presidio,Active
URSCHEL 3,42211319260000,N 112,Presidio,Active
URSCHEL 4050,42211339750000,N 112,Presidio,SI
URSCHEL 60-1H,42211353970000,N 112,Presidio,Active
URSCHEL 64-1HR,42211350490000,N 112,Presidio,SI
FELDMAN 1,42211000620000,N 104,EQV,SI
URSCHEL 64-3H,42211350340000,N 112,Presidio,Active
URSCHEL 65-1,42211349470000,N 112,Presidio,SI
URSCHEL 65-2H,42211354590000,N 112,Presidio,Active
URSCHEL 71 #1H,42211352580000,N 112,Presidio,Active
URSCHEL 71 #2H,42211355140000,N 112,Presidio,Active
URSCHEL 73-1H,42211353300000,N 112,Presidio,Active
USA #1-1,35129232380000,E 304,Presidio,Active
USA #1-11H,35129239780000,E 308,Presidio,Active
KILLEBREW 1,42393300560000,N 104,EQV,SI
LESLIE 1,42357307880000,N 104,EQV,SI
USA #1-4,35129216110000,E 306,Presidio,Active
USA #2-2,35129212200000,E 304,Presidio,Active
USA #2-4,35129224310000,E 306,Presidio,Active
PATTEN MEKEEL #140-1,42357325210000,N 104,EQV,SI
PATTEN MEKEEL #140-1 (AR ONLY),42357325210000,N 104,EQV,SI
USA #3-2,35129216130000,E 304,Presidio,Active
USA #4-2,35129220030000,E 304,Presidio,Active
USA #4-4,35129231230000,E 306,Presidio,Active
USA #5-2,35129224780000,E 304,Presidio,Active
USA #6-2,35129233080000,E 304,Presidio,Active
USA 06-14-25 #1H,35129239900000,E 311,Presidio,Active
VADER 2H-8,35045227560000,N 114,Presidio,Active
VADER 3H-8,35045234150000,N 114,Presidio,SI
VALDO 4321,42295330140000,N 111,Presidio,Active
VENETA 1-7,35045229050000,E 301,Presidio,Active
VICK #1-31,35129202940000,E 309,Presidio,Active
VICK #2-31,35129211960000,E 309,Presidio,Active
VIERS #1-32,35129212780000,E 309,Presidio,Active
VIERS #2-32,35129222830000,E 309,Presidio,Active
VOLLMERT #2-32,42393312630000,C 216,Presidio,SI
W S & E C JONES ESTATE 01,42211304720000,N 113,Presidio,SI
W S & E C JONES ESTATE 03,42211315520000,N 113,Presidio,SI
W S & E C JONES ESTATE 04,42211323070000,N 113,Presidio,SI
WAGNON 30-16-25 1H,35129239910000,E 302,Presidio,SI
WAGS 21-2,35045229850000,E 301,Presidio,Active
WAINSCOTT-MCCLURE #1-44U,42211002820000,N 113,Presidio,Active
WALKER #4-36,35039223360000,E 306,Presidio,Active
WALKER 01-29,42211323870000,C 202,Presidio,SI
WALKER 08-11,42211342680000,C 206,Presidio,Active
WALKER 09-11,42211343170000,C 206,Presidio,Active
WALKER 1101H,42211347620000,C 206,Presidio,Active
WALKER 11-11,42211343560000,C 206,Presidio,Active
RANKIN #1,42393320280000,N 105,EQV,SI
WALKER 13-52,42211343630000,C 204,Presidio,Active
WALKER 1-52H,42211352380000,C 204,Presidio,Active
WILDE #1,42393322210000,N 105,EQV,SI
WALKER 29-04,42211338900000,C 202,Presidio,Active
WALKER 29-05,42211339170000,C 204,Presidio,Active
WALKER 29-1H,42211353260000,C 204,Presidio,Active
"BECKER ""A"" #1",42295329050000,N 106,EQV,SI
"BOOTH ""B"" #2",42295318050000,N 106,EQV,SI
"BOOTH ""C"" #1",42295317730000,N 106,EQV,SI
"BOOTH ""C"" #2",42295317780000,N 106,EQV,SI
"BOOTH ""C"" #3",42295317790000,N 106,EQV,SI
"BOOTH ""C"" #5",42295317950000,N 106,EQV,SI
"BOOTH ""C"" #6",42295317970000,N 106,EQV,SI
"BOOTH ""C"" #8",42295323920000,N 106,EQV,SI
BOOTH #4-639 (SWDW),42295308820000,N 106,EQV,SI
"BOOTH, E #2-637",42295311820000,N 106,EQV,SI
"BRADFORD-LAURIE ""B"" #2",42295305330000,N 106,EQV,SI
"BRADFORD-LAURIE ""B"" #5",42295323180000,N 106,EQV,SI
"BRADFORD-LAURIE ""F"" #1",42295321270000,N 106,EQV,SI
DANIELS #6,42295319700000,N 106,EQV,SI
WALKER 29-2H,42211353550000,C 202,Presidio,Active
WALKER 29-3H,42211353620100,C 202,Presidio,SI
"KING ""E"" #2",42295321080000,N 106,EQV,SI
WALKER 29-4H,42211353600000,C 202,Presidio,SI
WALKER 29-5H,42211355370000,C 204,Presidio,Active
MILES #10,42295323930000,N 106,EQV,SI
MILES #3,42295318180000,N 106,EQV,SI
MILES #7,42295318810000,N 106,EQV,SI
MILES #9,42295323060000,N 106,EQV,SI
WALKER 29-6H,42211355390000,C 202,Presidio,Active
WALKER 29-7H,42211355510000,C 202,Presidio,Active
RANDALL #1-640,42295305650000,N 106,EQV,SI
RANDALL #3-A,42295305650000,N 106,EQV,SI
WALKER 52-04,42211338890000,C 204,Presidio,Active
SISTERS #1,42295317980000,N 106,EQV,SI
SISTERS #2,42295318170000,N 106,EQV,SI
SISTERS #4,42295311270000,N 106,EQV,SI
SISTERS #5,42295318820000,N 106,EQV,SI
WALKER 52-2H,42211353610000,C 204,Presidio,Active
WALKER 52-4H,42211353640000,C 204,Presidio,Active
WALKER RANCH 03-10,42211343280000,C 204,Presidio,Active
WALKER RANCH 04-10,42211342640000,C 204,Presidio,Active
WALKER RANCH 1810,42211343160000,C 204,Presidio,Active
WALL #1-30,35009211750000,E 310,Presidio,Active
WALLACE 3010,42393321790000,C 216,Presidio,SI
BRILLHART 910 #1H,42295337280000,N 107,EQV,SI
BRILLHART 910 #2H,42295340460000,N 107,EQV,SI
WALLACE CC 1-10,42393319900000,C 216,Presidio,SI
WALLACE CC 2-10,42393320140000,C 216,Presidio,SI
WALLACE CC 4010,42393322930000,C 216,Presidio,SI
WALNUT CREST #1-9HA,35129233480000,E 308,Presidio,Active
WALSER 02-30,42211330880000,C 217,Presidio,SI
WALSER 02-30A,42211332880000,C 217,Presidio,Active
WALSER 07-30,42211339710000,C 217,Presidio,SI
WALSER 1,42211322020001,C 217,Presidio,SI
WALSER 1230,42211332480000,C 217,Presidio,SI
WALSER 1530,42211336690000,C 217,Presidio,SI
WALSER 3030,42211330810000,C 217,Presidio,SI
WALSER 4030,42211331120000,C 217,Presidio,Active
WALSER 5030,42211332570000,C 217,Presidio,SI
WALSER 8030 TA,42211331940000,C 217,Presidio,SI
WALTER 24-1H,42211355310000,N 113,Presidio,Active
WALTER 24-2H,42211355700000,N 113,Presidio,Active
WALTER 3,42295324550000,N 111,Presidio,SI
"WAMBLE ESTATE, R E, /D/ #1, 2",42357318380000,N 103,Presidio,SI
WAR ADMIRAL 8-1H,42211355170000,C 207,Presidio,Active
WAR ADMIRAL 8-2H,42211355400000,C 207,Presidio,Active
MEARS #1,42357010390000,N 107,EQV,SI
MEARS #2,42357326500000,N 107,EQV,SI
WASH RIV 1H-27,35129240440000,E 308,Presidio,Active
WASHITA 21-15-26 1H,35129239310000,C 205,Presidio,Active
WASHITA 34-1H,42211354400000,C 205,Presidio,Active
WASHITA 35-1H,42211355040000,C 205,Presidio,Active
WASHITA INV INC #1-35,35149213890000,E 315,Presidio,Active
"MORGAN ""A"" #2",42357320520000,N 107,EQV,SI
MORGAN #2,42357301400000,N 107,EQV,SI
MORGAN #4,42357321580000,N 107,EQV,SI
"MORRIS ""C"" #2",42357320670000,N 107,EQV,SI
WASHITA RIVER #2-20,35129227170000,E 311,Presidio,Active
WASHITA RIVER 1H-20,35129240400000,C 205,Presidio,Active
SELL #1,42357025180000,N 107,EQV,SI
SELL #3,42357321410000,N 107,EQV,SI
SELL #4,42357326490000,N 107,EQV,SI
WASHITA RIVER 2H-16,35129239560000,C 205,Presidio,Active
"BECK ""C"" #1",42295002700000,N 110,EQV,SI
BORN 01,42295306410000,N 110,EQV,SI
WASHITA RIVER 2H-20,35129240520000,C 205,Presidio,Active
WASHITA RIVER 34 #3,42211347060000,C 205,Presidio,Active
WASHITA RIVER 3H-16,35129240390000,C 205,Presidio,Active
WASHITA RIVER 4H-16,35129240380000,C 205,Presidio,Active
WATERFIELD 103-01H,42393323140000,N 105,Presidio,SI
WATERS 240 #3H,42295340980000,N 106,Presidio,Active
WATERS 240 #4H,42295341010000,N 106,Presidio,Active
FILE #1,42295002630000,N 110,EQV,SI
FILE #2,42295002620000,N 110,EQV,SI
WATERS 240 #5H,42295341900000,N 106,Presidio,Active
WATERS 240 #6H,42295341910000,N 106,Presidio,Active
WATERS 240 2,42295330890000,N 106,Presidio,SI
HEIL #1,42295309980000,N 110,EQV,SI
HEIL #2,42295310960000,N 110,EQV,SI
"WATERS ET UX, OLIVER #1-240",42295317930000,N 106,Presidio,SI
"IMKE ""A"" #1",42295002500000,N 110,EQV,SI
"IMKE ""B"" #1-R",42295300510000,N 110,EQV,SI
"IMKE ""B"" #1-R PHANTOM",42295300510000,N 110,EQV,SI
INGLE 01,42295310480000,N 110,EQV,SI
WATKINS #1-21,35009202360000,E 314,Presidio,Active
WAVERLY 1-12,35047238050000,N 116,Presidio,SI
WEATHERBY 2-1H,42211352500000,N 112,Presidio,Active
MCGEE #2,42295316630000,N 110,EQV,SI
WEATHERLY #1-1,42483324850000,C 214,Presidio,Active
WEATHERLY #2-1,42483327830000,C 214,Presidio,Active
WEATHERLY #3-1H,42483331250000,C 214,Presidio,Active
WEATHERLY #4-1H,42483332180000,C 214,Presidio,Active
WEATHERLY #5-1H,42483333390000,C 214,Presidio,Active
WEATHERLY #6-1H,42483334210000,C 214,Presidio,Active
WEATHERLY SL #7-1H,42483337340000,C 214,Presidio,Active
WEATHERLY SL #8-1H,42483337910000,C 214,Presidio,Active
WEAVER -C- #2-20,35045217580000,N 114,Presidio,Active
WEBB TRUST #1-1H,35009218790000,E 314,Presidio,Active
WEIDNER #2-23,35039220950000,E 312,Presidio,Active
WELLS #1-8,35039208330000,E 312,Presidio,Active
WELLS #2-8,35039216450000,E 312,Presidio,Active
WELTY #2-1,35129212110000,E 304,Presidio,Active
WELTY #3-1,35129214230000,E 304,Presidio,Active
WELTY #4-1,35129217470000,E 304,Presidio,Active
WELTY #6-1,35129222490000,E 304,Presidio,Active
WELTY #7-1,35129232140000,E 304,Presidio,Active
WESNER #1-2,35129215300000,E 310,Presidio,Active
WESNER #2-1 ST,35129216120000,E 310,Presidio,Active
WESNER #2-6,35129214390000,E 310,Presidio,SI
WESNER #3-1,35129222460000,E 310,Presidio,Active
WESNER #3-6,35129216340000,E 310,Presidio,Active
WESNER #4-1,35129224210000,E 310,Presidio,Active
WESNER #5-1,35129229170000,E 310,Presidio,Active
WESNER #6-31 TA,35129224680000,E 310,Presidio,Active
WESNER #7-31,35129225300000,E 310,Presidio,Active
WEST #1-27HC,35129234160000,E 305,Presidio,SI
WEST #1-9,35009203780000,E 313,Presidio,Active
WEST #2-27HA,35129236960000,E 305,Presidio,Active
WEST 1-22HA,35129237020000,E 305,Presidio,Active
WHEAT #1-678-L,42295000660000,N 106,Presidio,Active
WHEAT 678 #3H,42295337300000,N 106,Presidio,Active
WHEAT 678 #4H,42295338180000,N 106,Presidio,Active
WHEAT 678 #5H,42295340020000,N 106,Presidio,Active
WHEELER LEGACY 1H-17,35129240490000,C 205,Presidio,Active
WHEELER LEGACY 2H-17,35129240640000,C 205,Presidio,Active
WHINERY #1-4,35009217060000,E 313,Presidio,Active
WHINERY #2-9,35009217420000,E 313,Presidio,Active
WHINERY #3-16H,35009218520000,E 314,Presidio,Active
WHITE #1-13,35039214370000,E 306,Presidio,Active
WHITE MOON 1-35H,35129238060000,E 311,Presidio,Active
WHITE SHIELD HEIRS #1-25,35129217840000,E 306,Presidio,Active
WHITE SHIELD HEIRS #4-25,35129230900000,E 306,Presidio,Active
WHITE SHIELD HEIRS #5-25,35129232840000,E 306,Presidio,Active
WHITIS 1-34HB-N,35129236170000,E 308,Presidio,Active
WHITNEY 4-1,42483319090000,C 208,Presidio,SI
WHITNEY 4-2H,42483330630000,C 208,Presidio,Active
WICKHAM #1-26,35129202960000,E 307,Presidio,Active
WICKHAM #1-4,35129210060000,E 307,Presidio,SI
WIL E COYOTE 1-430,42295327860000,N 111,Presidio,SI
WIL E COYOTE 3H-10,35045234630000,E 301,Presidio,Active
WIL E COYOTE 4302,42295328160000,N 111,Presidio,Active
WIL E COYOTE 4303,42295328900000,N 111,Presidio,SI
WIL E COYOTE 4304,42295328890000,N 111,Presidio,SI
WILBER #1-9H,35009218290000,E 314,Presidio,Active
WILBER 9-11-21 4H,35009219610000,E 314,Presidio,Active
WILLIAMS #1-13HC-N,35045230480000,E 301,Presidio,Active
WILLIAMS #2-16,35129217440000,E 305,Presidio,Active
WILLIAMS #2-17,35129213340000,E 305,Presidio,Active
WILLIAMS #3-17,35129215120000,E 305,Presidio,Active
WILLIAMS 33-1,42483316270000,C 210,Presidio,SI
WILLIAMS 33-2,42483317880000,C 210,Presidio,SI
WILLIAMS 33-3,42483317870000,C 210,Presidio,SI
WILLIAMS 33-4,42483319660000,C 210,Presidio,SI
WILLIAMS 33-7H,42483328570000,C 210,Presidio,Active
WILLIAMS 33-8H,42483329590000,C 210,Presidio,Active
WILLIAMSON #2-25,35129216520000,E 306,Presidio,Active
"HOWE, GENE 5",42211309330000,N 113,EQV,SI
"HOWE, GENE 6",42211312470000,N 113,EQV,SI
"HOWE, GENE 7",42211317640000,N 113,EQV,SI
"HOWE, GENE 8",42211322480000,N 113,EQV,SI
"HOWE, GENE 9",42211324970000,N 113,EQV,SI
HUMPHREYS #1 (HEMPHILL),42211318670000,N 113,EQV,SI
WILLIAMSON #3-25,35129229060000,E 306,Presidio,Active
WILLIAMSON #4-25,35129231180000,E 306,Presidio,Active
WILSON #1-26,35153205250000,N 114,Presidio,Active
WILTON 1H-23,35129240550000,C 205,Presidio,Active
WINN #1-18,35129232230000,E 311,Presidio,Active
WISHBONE 915-2HM,42357329980000,N 107,Presidio,Active
LOCKHART #2,42211316410000,N 113,EQV,SI
WISHBONE 915-3H,42357327430000,N 107,Presidio,Active
WISHBONE 915-4HM,42357333340000,N 107,Presidio,Active
WITT #1-33HB,35129236340000,C 215,Presidio,Active
WOODIE #1-25H,35129237940000,E 302,Presidio,Active
WRIGHT #1-29HB,35129235290000,E 311,Presidio,Active
WRIGHT #1-2HC,35129235440000,E 308,Presidio,Active
WRIGHT 01,42211310890000,C 206,Presidio,Active
WRIGHT 03,42211312160000,C 206,Presidio,Active
WRIGHT 04,42211313190000,C 206,Presidio,Active
WRIGHT 05,42211314020000,C 206,Presidio,SI
WRIGHT 122-07,42211331190000,C 206,Presidio,SI
"WRIGHT, ANNA MAE #1-14",42357301230000,N 101,Presidio,Active
YARNOLD 01-24,42211321220000,C 201,Presidio,Active
YARNOLD 02-24,42211321920000,C 201,Presidio,SI
YAUCK 1,42295302410000,N 110,Presidio,SI
YECK #1-3,35149204830000,E 315,Presidio,SI
YODA 1-1H,35045227220000,N 114,Presidio,Active
YORK DK UT #1-30HD,35129234900000,E 302,Presidio,Active
YOUNG #2-19H,35129238580000,E 302,Presidio,SI
YOUNG 1-19HA-N,35129237000000,E 302,Presidio,Active
YOXSIMER TRUST #1-14,35129220200000,E 304,Presidio,Active
YUKON #3-5H,35129238150000,E 311,Presidio,Active
"ZALOUDEK, FW E 1-2",35047204150000,N 116,Presidio,SI
ZYBACH 01-07,42483314090000,C 210,Presidio,SI
ZYBACH 02-07,42483325510000,C 210,Presidio,Active
ZYBACH 02-11,42483326540000,C 208,Presidio,SI
ZYBACH 03-07,42483326640000,C 210,Presidio,Active
ZYBACH 04-07,42483326720000,C 210,Presidio,SI
ZYBACH 04-11H,42483328920000,C 208,Presidio,Active
ZYBACH 05-07H,42483327740000,C 210,Presidio,Active
ZYBACH 05-11H,42483328910000,C 208,Presidio,Active
ZYBACH 06-11H,42483329040000,C 208,Presidio,Active
ZYBACH 07-11H,42483332870000,C 208,Presidio,Active
ZYBACH 08-11H,42483332860000,C 208,Presidio,Active
