Well Name,API,Route,Company,Status
MCLAIN #4H-98,42357329660000,N 103,Presidio,Active
MCLAIN /A/ #1-100,42357311810000,N 103,Presidio,SI
MCLAIN 99A #3H,42357330100000,N 103,Presidio,SI
MCLAIN A 100 #2H,42357329440000,N 103,Presidio,Active
"MCLAIN, SAMUEL /D/ #1-98",42357023580000,N 103,Presidio,SI
MCMORDIE #1-89,42393306220000,N 105,Presidio,SI
KNEISLEY #1H,42393323350000,N 105,EQV,Active
MCMORDIE #2-89,42393306490000,N 105,Presidio,SI
MCMORDIE #4-89,42393318100000,N 105,Presidio,SI
MCMORDIE #5-88,42393302260000,N 105,Presidio,SI
MCMORDIE 88 #1HB,42393323590000,N 105,Presidio,Active
MCMORDIE 89 #3,42393317600000,N 105,Presidio,Active
MCMORDIE 89 #5,42393318150000,N 105,Presidio,Active
MCMORDIE 89 #6-89H,42393325990000,N 105,Presidio,Active
MCQUITTY 298-1H,42357334460000,N 102,Presidio,Active
MCQUITTY 298-2H,42357335700000,N 102,Presidio,Active
MCQUITTY 298-3H,42357335760000,N 102,Presidio,Active
"RUSSELL ""B"" #1H",42393323470000,N 105,EQV,Active
WILDE #2H,42393322740000,N 105,EQV,Active
MCREE #1-32H,35039223740000,E 312,Presidio,Active
MCREE #1-5H ST,35149214900000,E 312,Presidio,Active
MEACHAM #3-22,35039220880000,E 312,Presidio,Active
MEADOWS 205,42211316350000,C 200,Presidio,SI
MEADOWS 5 B2 14-5,42211346710000,C 200,Presidio,SI
"BECKER ""B"" #1",42295331150000,N 106,EQV,Active
BECKER #3,42295321890000,N 106,EQV,Active
"BOOTH, LINCOLN #3",42295331120000,N 106,EQV,Active
MECHEK #2-3,35149207200000,E 315,Presidio,Active
MEDDERS #1-35 ALT,35149209080000,E 315,Presidio,Active
MEDDERS #2-35,35149210220000,E 315,Presidio,Active
MEDDERS #4-1,35149207010000,E 315,Presidio,Active
MEEK 01-45A,42211339950000,C 203,Presidio,Active
MEEK 03-45,42211338610000,C 203,Presidio,Active
MEEK 04-45,42211341860000,C 203,Presidio,Active
MEEK 05-45,42211338600000,C 203,Presidio,SI
MEEK 09-45,42211341200000,C 203,Presidio,Active
MEEK 11-45,42211339960000,C 203,Presidio,SI
MEEK 13-45,42211341880000,C 203,Presidio,SI
MEEK 16-45,42211341350000,C 203,Presidio,SI
MEIER UNIT #2,42295328130000,N 110,Presidio,Active
HAMKER #1,42295319510000,N 106,EQV,Active
"MEIER, ALAN 1127",42295331040000,N 110,Presidio,Active
"MEIER, ALAN 2127",42295332820000,N 110,Presidio,SI
MEKEEL #1-303,42357315960000,N 104,Presidio,SI
MEKEEL #2 LOWER (TBG),42357323390000,N 104,Presidio,Active
MEKEEL 214 #5H,42357331950000,N 104,Presidio,SI
MEKEEL 303 #2H,42357331050000,N 104,Presidio,Active
MEKEEL 303 #3H,42357332030000,N 104,Presidio,Active
MEKEEL 303 #4H,42357332360000,N 104,Presidio,Active
MILES #1,42295317990000,N 106,EQV,Active
MEKEEL 303 5H,42357332370000,N 104,Presidio,SI
MEKEEL B 214 #6H,42357333470000,N 104,Presidio,Active
MEKEEL LELAND B 214 #4H,42357331400000,N 104,Presidio,Active
"MEKEEL, LELAND 226 #2",42357318370000,N 104,Presidio,Active
"MEKEEL, LELAND 226 #3H",42357331240000,N 104,Presidio,Active
"MEKEEL, LELAND 226 #5H",42357332230000,N 104,Presidio,Active
"MEKEEL, LELAND 226 #6H",42357332240000,N 104,Presidio,Active
MELBA #4-10,35129229770000,E 307,Presidio,Active
MERCURY 1-5,35129232830000,E 308,Presidio,Active
MERCURY 2-5H,35129238950000,E 308,Presidio,Active
MEREDITH #1-22,35039201490000,E 312,Presidio,Active
MERRIAM 1-17H,35045233900000,E 301,Presidio,Active
MERRICK #1-23 (APA),35129204950000,E 307,Presidio,Active
MERRICK #1-25 MARMATON,35009205100000,E 310,Presidio,Active
MERRICK #1-28,35009203630000,E 310,Presidio,Active
MERRICK #2-2,35129203870000,E 310,Presidio,Active
MERRICK #2-28,35009208260000,E 313,Presidio,Active
MERRICK #3-1,35129204130000,E 310,Presidio,Active
MERRICK #5-6,35129204760000,E 310,Presidio,Active
BRILLHART 910 #3H,42295340510000,N 107,EQV,Active
MERRICK B #1-14 ST,35129206100000,E 307,Presidio,Active
"MERRICK, WALTER #1-26",35129211460000,E 307,Presidio,SI
MERRITT #1-22H,35129238070000,E 302,Presidio,SI
MERRITT #1-29H,35129238280000,E 308,Presidio,Active
MERRITT 1-28HA,35129236090000,E 308,Presidio,Active
MERYDITH 557-3H,42295340260000,N 106,Presidio,Active
MERYDITH W C #1 & 2-557,42295317150000,N 106,Presidio,SI
COURSON #488-1,42357324740000,N 107,EQV,Active
METCALFE 1H-19,35129240540000,E 308,Presidio,Active
MICHELLE 1,42483318760000,C 208,Presidio,SI
ELLZEY #1,42357010380000,N 107,EQV,Active
MICHELLE 5-3H,42483336360000,C 208,Presidio,Active
MICHELLE 5-4H,42483339140000,C 208,Presidio,Active
MIKLES #2-9,35009203960000,E 313,Presidio,Active
MIKLES #3-4,35009205260000,E 313,Presidio,Active
"HAMKER ""B"" #2",42357308920000,N 107,EQV,Active
MILDRED #1-8,35039206930000,E 305,Presidio,Active
MILDRED #2-8,35039211130000,E 305,Presidio,Active
MILDRED #3-8,35039214240000,E 305,Presidio,Active
MEARS #3H,42357327420000,N 107,EQV,Active
"MORGAN ""A"" #4",42357323800000,N 107,EQV,Active
MILDRED #5-8,35039219150000,E 305,Presidio,Active
MILDRED GOOD 211 #2H,42357334190000,N 102,Presidio,Active
MILDRED GOOD 211 #3H,42357334060000,N 102,Presidio,Active
MILLER & SON 1H-9,35045236500000,E 301,Presidio,Active
"MILLER, WILLIAM E. #2-670",42357309290000,N 107,Presidio,SI
"MILLER, WILLIAM E. #3-670",42357322620000,N 107,Presidio,SI
MILLS #1-3,42483329920000,C 214,Presidio,Active
MILLS TRACT 06-01H,42393324060000,N 105,Presidio,Active
MISSY 1H-22,35045234610000,E 300,Presidio,Active
MISSY 2-22,35045220560000,E 300,Presidio,Active
MISSY 2H-22,35045235700000,E 300,Presidio,Active
MISSY 3-22,35045221410000,E 300,Presidio,Active
MISSY 4-2H,35045231670000,N 111,Presidio,Active
"BECK ""C"" #3",42295323870000,N 110,EQV,Active
"BECK ""C"" #4",42295324950000,N 110,EQV,Active
MITCHELL 1127,42211319760000,N 104,Presidio,Active
MITCHELL A #3-735,42357322900000,N 107,Presidio,SI
MITCHELL A #4-735,42357325630000,N 107,Presidio,SI
MITCHELL A #6-735,42357326780000,N 107,Presidio,SI
MOAD FAMILY 1H-7,35129240680000,E 303,Presidio,SI
MOLLETT #1-4,35009203350000,E 313,Presidio,Active
MOLLETT #1-9H,35009217940000,E 314,Presidio,Active
MOLLETT #2-4,35009208150000,E 313,Presidio,Active
MOLLY 1H-30,35045234060000,E 300,Presidio,Active
MOLLY 2H-30,35129240330000,E 302,Presidio,Active
MONA 1-12,35045228960000,E 300,Presidio,Active
MONADNOCK 80-1H,42393326580100,N 105,Presidio,Active
MONTY 1H-15,35045229000000,E 301,Presidio,SI
GADBERRY #2,42295320830000,N 110,EQV,Active
GADBERRY UNIT #1,42295302340000,N 110,EQV,Active
MOONEY # 1-14,35129216070000,E 307,Presidio,Active
MOONEY # 1-23,35129218180000,E 307,Presidio,Active
"HELFENBEIN ""A"" #1 (COMM)",42295315650000,N 110,EQV,Active
"IMKE ""A"" #2",42295325810000,N 110,EQV,Active
"LARKEY ""A"" #2",42295323650000,N 110,EQV,Active
LARKEY #2,42295321330000,N 110,EQV,Active
MOONEY # 1-26,35129215130000,E 307,Presidio,SI
MOONEY # 2-23,35129220100000,E 307,Presidio,SI
MOONEY # 2-26 (APA),35129216080000,E 307,Presidio,Active
MOHR #2,42295002790000,N 110,EQV,Active
MOHR #3,42295002780000,N 110,EQV,Active
MOONEY # 2-35 (APACHE),35129221750000,E 307,Presidio,Active
MOONEY # 3-23,35129220660000,E 307,Presidio,Active
MOONEY # 3-26,35129217280000,E 307,Presidio,Active
MOONEY # 3-35,35129226960000,E 307,Presidio,Active
MOONEY # 4-23,35129222680000,E 307,Presidio,Active
MOONEY # 4-26,35129218190000,E 307,Presidio,Active
REDELSPERGER #2,42295319730000,N 110,EQV,Active
REDELSPERGER #3,42295321990000,N 110,EQV,Active
MOONEY # 4-35,35129228060000,E 307,Presidio,Active
SCHOENHALS #1,42295003160000,N 110,EQV,Active
SCHOENHALS #2,42295313750000,N 110,EQV,Active
MOONEY # 5-23,35129231000000,E 307,Presidio,Active
MOONEY # 5-26,35129221300000,E 307,Presidio,Active
MOONEY # 5-35,35129229100000,E 307,Presidio,Active
MOONEY # 6-26,35129232240000,E 307,Presidio,Active
MOONEY # 6-35,35129230450000,E 307,Presidio,Active
MOONEY # 7-35,35129231580000,E 307,Presidio,Active
BEARD #1,42295329360000,N 111,EQV,Active
MOONEY #3-14,35129218610000,E 307,Presidio,Active
"MOONEY, H.K. #6-23",35129233600000,E 307,Presidio,SI
MOORE #1A,42483305820000,C 208,Presidio,SI
MOORE #2-1,42483319280000,C 214,Presidio,Active
MOORE 01-01,42483324880000,C 214,Presidio,Active
MOORE FAMILY FARMS 67 #1H,42211353161000,C 205,Presidio,Active
MOORE FARMS 01-08H,42483334830001,C 209,Presidio,Active
"MOORE, R #2-1H",42483338140000,C 214,Presidio,Active
MOORMAN #1-29,35129220550000,E 309,Presidio,Active
MORENA 31-15-24 1H,35129239680000,E 311,Presidio,SI
MOREY #1-16H,35009218000000,E 313,Presidio,Active
MORRIS ESTATE 848-1H,42357332560000,N 107,Presidio,Active
MORRIS UNIT 105 #1H,42211353240000,N 102,Presidio,Active
MORRISON 8-1H,42205304000000,N 100,Presidio,Active
MORSE #1-13,35009203880000,E 313,Presidio,Active
MORSE #2-13,35009216230000,E 313,Presidio,Active
MORSE #3-13,35009216860000,E 313,Presidio,Active
MORSE B #1-14,35009203610000,E 313,Presidio,Active
MORSE B #2-14,35009216870000,E 313,Presidio,SI
MORTON # 4-25,35129229550000,E 309,Presidio,Active
"LAUBHAN ""B"" #1H",42295333100000,N 111,EQV,Active
"LAUBHAN ""B"" #2H",42295335540000,N 111,EQV,Active
"LAUBHAN ""B"" #3H",42295335700000,N 111,EQV,Active
MORTON # 5-25,35129229850000,E 309,Presidio,Active
MORTON # 7-25,35129232030000,E 309,Presidio,Active
MORTON # 8-25,35129232060000,E 309,Presidio,Active
MORTON # 9-25,35129232760000,E 309,Presidio,Active
MORTON #10-25,35129233330000,E 309,Presidio,Active
MOSES 519-1H,42295331690000,N 111,Presidio,Active
MOSES 519-4H,42295339850000,N 111,Presidio,Active
MUGSY 1044-3H,42295337000000,N 110,Presidio,Active
MULLIGAN 16-2,35045229860000,E 301,Presidio,SI
MUNCRIEF TRUST #1-36H,35009218860000,E 314,Presidio,Active
MUNCRIEF TRUST 1-11-21 1H,35009219110000,E 314,Presidio,Active
MUNGER 1-6,35047238680000,N 116,Presidio,SI
MURPHY 2-1,42483321280000,C 208,Presidio,Active
NAGLE STATE #1-10,35009202880000,E 313,Presidio,Active
NAGLE STATE #2-10,35009208290000,E 313,Presidio,Active
NAGLE STATE #3-10,35009216350000,E 313,Presidio,Active
NAGLE STATE #4-10,35009216980000,E 313,Presidio,Active
NANCY #1-23,42211325900000,N 113,Presidio,SI
NANCY 1-13H,35129239140000,E 302,Presidio,SI
NANNETTE #1-35,35129204820000,E 307,Presidio,Active
NAOMI #1-14,35129208540000,E 304,Presidio,Active
NAOMI #2-14,35129214830000,E 304,Presidio,Active
NAOMI #3-14,35129215690000,E 304,Presidio,Active
NASH #1-35H,35129238570000,E 304,Presidio,SI
"NEAL, V. S. -A- #1-33",35045001010000,N 114,Presidio,Active
NECTAR #2-52,42483327250000,C 214,Presidio,Active
NEELEY 2-5,42483322160000,C 214,Presidio,SI
NELLIE 2H-10,35129236920000,E 303,Presidio,Active
NELLIE 3H-10,35129237860000,E 303,Presidio,Active
NELLIE ANN 1-29,35129210100000,E 309,Presidio,Active
NELLIE ANN 2-29,35129213820000,E 309,Presidio,Active
NELLIE ANN 3-29,35129217120000,E 309,Presidio,Active
NELLIE-MCCONNELL #1-27,35039206260000,E 315,Presidio,Active
NELWYN 1H-7,35045230710000,E 300,Presidio,Active
NELWYN 2H-07,35045233580000,E 300,Presidio,Active
"NEPTUNE 1-7 (MARM, PRUE)",35129232970000,E 311,Presidio,Active
NESSER #1-29,35009203400000,E 313,Presidio,Active
STANLEY 249 #3H,42295339960000,N 112,EQV,Active
STANLEY 249 #4H,42295340120000,N 112,EQV,Active
STANLEY 249 #5H,42295340480000,N 112,EQV,Active
NESSER #2-29,35009209460000,E 313,Presidio,Active
NESSER #3-29,35009212630000,E 313,Presidio,Active
NESSER #4-29,35009214280000,E 313,Presidio,Active
NEUFELD 924 #5H,42357330960000,N 101,Presidio,Active
NEWCOMER 02-49,42211328110000,N 113,Presidio,Active
NEWCOMER 03-49,42211330930000,N 113,Presidio,SI
NEWCOMER 04-49,42211330920000,N 113,Presidio,SI
NICHOLS 01-15H,35129237150100,C 215,Presidio,Active
NICHOLS-GREGORY #2-28,35009202840000,E 314,Presidio,Active
NINE MILE CANYON 1-2,35047243330000,N 116,Presidio,SI
NIX 01-82,42211325580000,N 102,Presidio,SI
NIX 01-85H,42211349900000,N 112,Presidio,Active
NIX 02-68H,42211349120000,N 112,Presidio,Active
NIX 02-82,42211326300000,N 102,Presidio,SI
NIX 85-2H,42211352700000,N 112,Presidio,Active
NIX 91 #1H,42211355130000,N 102,Presidio,Active
NIX A 01-102H,42211349520000,N 102,Presidio,Active
NIX A 01-91,42211326800000,N 102,Presidio,SI
NIX A 03-91,42211328160000,N 102,Presidio,SI
NIX B 1024H,42211349910000,N 102,Presidio,Active
NIX B 2024H,42211353940000,N 112,Presidio,Active
NIX UNIT #2-83H,42211354930000,N 102,Presidio,Active
NOBLITT #1-33,35129208100000,E 306,Presidio,Active
NORTH MORSE 1,42195317740000,N 101,Presidio,SI
NORTH MORSE 2,42195318200000,N 101,Presidio,SI
OAK #2-16HD,35045232250000,E 301,Presidio,Active
OAK 1-16HD,35045230040000,E 301,Presidio,SI
OAKS #1-30,35039209260000,E 312,Presidio,Active
O'BRIEN #1-20,15119212700000,N 106,Presidio,SI
O'DELL 60 #2H,42357335140000,N 101,Presidio,Active
"HOWE, GENE 1",42211302010000,N 113,EQV,Active
"HOWE, GENE 3",42211302790000,N 113,EQV,Active
ODELL-LAMASTER 3,42357322780000,N 101,Presidio,Active
ODWC #2-8HA,35045232240000,E 301,Presidio,SI
ODWC 19-16-23 1H,35045234940000,E 301,Presidio,Active
ODWC 3-6H,35045233890000,E 301,Presidio,Active
OMAHA 15-1H,42211355090000,C 200,Presidio,Active
OMAHA 15-2H,42211355520000,C 200,Presidio,Active
OSBORNE 3,42393301310000,C 216,Presidio,SI
OSBORNE 38 #2,42393301300000,C 216,Presidio,Active
"OVEN, HELEN 1-7",35047217840000,N 116,Presidio,SI
PANNELL 2-2,42483316060001,C 208,Presidio,Active
PARK 01,42211306820000,C 206,Presidio,SI
PARK 104-1H,42211352650000,C 206,Presidio,Active
PARK 104-2H,42211355030000,C 206,Presidio,Active
PARK 1H-21,35129239540000,C 205,Presidio,Active
PARK 2H-21,35129240360000,C 205,Presidio,Active
PARKER 1H-21,35129239150000,E 303,Presidio,Active
PARKHURST #1-26,35039221190000,E 312,Presidio,Active
PARMER 01-23,35015224840000,E 316,Presidio,Active
PARSELL WARREN B 157 #3H,42393326540000,N 104,Presidio,Active
PARTAIN #1-5H,35009218480000,E 313,Presidio,Active
PATHFINDER 2-13,35129232820000,E 311,Presidio,Active
PATSY 1,42211326830000,C 202,Presidio,SI
PATSY 2-9,42211341040000,C 202,Presidio,Active
PATSY 9 #3HA,42211351140000,C 207,Presidio,Active
PATTON 2H-5,35009218150000,C 214,Presidio,Active
PEAK BOURASSA 01-06,42211330710000,C 200,Presidio,SI
PEAK BOURASSA 01-06A,42211344860000,C 200,Presidio,SI
PEAK BOURASSA 02-07,42211329330000,C 200,Presidio,SI
PEAK BOURASSA 03-06,42211337410000,C 200,Presidio,SI
PEAK BOURASSA 04-06,42211339360000,C 200,Presidio,SI
PEAK BOURASSA 05-06A,42211338140000,C 200,Presidio,SI
PEAK BOURASSA 06-07,42211337190000,C 200,Presidio,SI
PEAK BOURASSA 07-07,42211336260000,C 200,Presidio,SI
PEAK BOURASSA 07-07A,42211338060000,C 200,Presidio,SI
PEAK BOURASSA 08-06,42211340730000,C 200,Presidio,SI
PEAK BOURASSA 09-06,42211340020000,C 200,Presidio,SI
PEAK BOURASSA 09-07,42211340030000,C 200,Presidio,SI
PEAK BOURASSA 10-07,42211334120000,C 200,Presidio,SI
PEAK BOURASSA 12-06,42211341620000,C 200,Presidio,SI
PEAK BOURASSA 12-07,42211339140000,C 200,Presidio,SI
PEAK BOURASSA 14-07,42211340710000,C 200,Presidio,Active
PEAK BOURASSA 15-07,42211344900000,C 200,Presidio,Active
PEAK BOURASSA 1707H,42211349970000,C 200,Presidio,Active
PEAK BOURASSA 18-6H,42211349930000,C 200,Presidio,Active
PEAK WALSER 03-29,42211330560000,C 217,Presidio,SI
PEAK WALSER 03-29A,42211333250000,C 217,Presidio,SI
PEAK WALSER 04-29,42211331180000,C 217,Presidio,Active
PEAK WALSER 05-29,42211331690000,C 217,Presidio,SI
PEAK WALSER 05-29A,42211332870000,C 217,Presidio,Active
PEAK WALSER 06-29,42211331970000,C 217,Presidio,SI
PEAK WALSER 08-29,42211332800000,C 217,Presidio,Active
PEAK-WALSER 1129,42211333200000,C 217,Presidio,SI
PEAK-WALSER 1129A,42211344010000,C 217,Presidio,SI
PEAK-WALSER 1429,42211338680000,C 217,Presidio,SI
PEAK-WALSER 1529,42211341450000,C 217,Presidio,SI
PEAK-WALSER 1729,42211335090000,C 217,Presidio,SI
PEAK-WALSER 2029,42211330400000,C 217,Presidio,SI
PEARLGIRL 2H-4,35045228770000,E 301,Presidio,Active
PEARLGIRL 3H-4,35045234380000,E 301,Presidio,SI
PEARLGIRL 4H-4,35045234430000,E 301,Presidio,Active
PEARSON /M/ #3-19,42357316620000,N 103,Presidio,SI
PECK #1-21,35039203640000,E 312,Presidio,Active
PEDRO 850-1HM,42357331210000,N 107,Presidio,SI
PEDRO 850-2HM,42357330460000,N 107,Presidio,SI
PEER 26-21-24 #1H,35045234930000,N 114,Presidio,Active
PEERY 02-203H,42295332670000,N 102,Presidio,SI
PEERY 3203H,42295341100000,N 102,Presidio,Active
PEERY 375 #1H,42295341180000,N 106,Presidio,SI
PENELOPE 514-2H,42295331130000,N 111,Presidio,SI
BLACKJACK,42211322530000,C 200,EQV,SI
CARR 1201P,42211327400000,C 200,EQV,SI
DIXON 5603P,42211333460000,C 200,EQV,SI
DIXON 5605P,42211330530000,C 200,EQV,SI
DIXON 5606P,42211331890000,C 200,EQV,SI
PENNY 18-1H,35045233320000,N 114,Presidio,Active
PERKINS 1079-1H,42295340190000,N 110,Presidio,Active
PERRY -I- #1-924,42357008390000,N 101,Presidio,Active
FLOWERS A 2712P,42211333010000,C 200,EQV,SI
FLOWERS A 3-27,42211324390000,C 200,EQV,SI
FLOWERS A 4-27,42211324690000,C 200,EQV,SI
FLOWERS A 5-27,42211324740000,C 200,EQV,SI
PERRY -J- #1-925,42357003850000,N 101,Presidio,Active
PERRYMAN #1-23,35009211290000,E 310,Presidio,Active
PERRYMAN #4-21,35009214080000,E 310,Presidio,Active
PERRYMAN #4-23,35009214840000,E 310,Presidio,Active
PERRYMAN #4-25,35009211960000,E 310,Presidio,Active
PERRYMAN #5-23,35009215730000,E 310,Presidio,Active
PERRYMAN #6-23,35009217310000,E 310,Presidio,Active
PERRYMAN #6-25,35009214430000,E 310,Presidio,Active
PERRYMAN #7-25,35009214860000,E 310,Presidio,Active
PERRYMAN #8-25,35009215830000,E 310,Presidio,Active
PERRYMAN #9-25,35009216630000,E 310,Presidio,Active
PETERSON #1-34A,35149208390000,E 315,Presidio,Active
PETERSON #2-34,35149208550000,E 315,Presidio,SI
PHILLIPS #4-9,35039221000000,E 312,Presidio,Active
"PHILLIPS, THELMA #1-9",35039204380000,E 312,Presidio,Active
PICKHARDT 68-1H,42211352560000,C 205,Presidio,Active
PIERCY #1-21,35009215540000,E 314,Presidio,Active
"PINCKARD /B/ #1-13, 2, 3, 5, 6",42295306720000,N 110,Presidio,SI
PINCKARD /B/ #2,42295308140000,N 110,Presidio,SI
PINCKARD /B/ #5,42295313310000,N 110,Presidio,SI
PINCKARD /B/ #6,42295313300000,N 110,Presidio,SI
PINCKARD -C- #1-76,42295317130000,N 110,Presidio,Active
"PINCKARD, LIZZIE E. /A/ #3-399 ATOKA",42357315280000,N 103,Presidio,Active
PIPER O S 1,42211318450000,N 112,Presidio,SI
PIPER O S 62 #2H,42211352290000,N 112,Presidio,Active
PLAINSMAN 1-18,35047239050000,N 116,Presidio,Active
NOAH 0802P,42211330900000,C 200,EQV,SI
NOAH 0806P,42211330210000,C 200,EQV,SI
NOAH 0810P,42211330540000,C 200,EQV,SI
NOAH 0812P,42211327290000,C 200,EQV,SI
NOAH SL 0818H,42211352030000,C 200,EQV,SI
PLUTO 1-2 (TONK/PRUE/RF),35129233040000,E 311,Presidio,Active
POKEY 1033-3H,42295332730000,N 110,Presidio,SI
PORTER #1-29,35045500250000,N 114,Presidio,Active
PORTER #3-29,35045217640000,N 114,Presidio,Active
PORTWOOD 1,42357322970000,N 101,Presidio,Active
PORTWOOD 2,42357323140000,N 101,Presidio,SI
PORTWOOD 3,42357323540000,N 101,Presidio,SI
"POSTON, HAZEL L. #2-382",42295315540000,N 106,Presidio,Active
POTTER #3-11,35009217140000,E 313,Presidio,Active
POTTER #4-11,35009217540000,E 313,Presidio,Active
POTTER 2-11-22 1H,35009219380000,E 313,Presidio,Active
POTTER 6-11-21 1H,35009219270000,E 313,Presidio,SI
POTTER STATE #1-20,35009202640000,E 310,Presidio,Active
POTTER STATE #2-20,35009214410000,E 310,Presidio,Active
"POTTER, J.C. #1-1",35009203970000,E 313,Presidio,Active
"POTTER, J.C. #2-11",35009208350000,E 313,Presidio,Active
TEAS 4202P,42211331600000,C 200,EQV,SI
TEAS 4203P,42211331080000,C 200,EQV,SI
TEAS 4208P,42211333430000,C 200,EQV,SI
TEAS 4217P,42211335470000,C 200,EQV,SI
TEAS 4219P,42211339330000,C 200,EQV,SI
TEAS 4220P,42211336950000,C 200,EQV,SI
POWELL J R 1-29,35129200680000,E 302,Presidio,Active
POWELL JR #1-29HC,35129235040000,E 302,Presidio,SI
POWLEDGE 1-4,42211326080000,C 202,Presidio,SI
POWLEDGE 2-4HC,42211347880000,C 202,Presidio,Active
CLEVELAND (UPC) #1,42211327260000,C 201,EQV,SI
PRESTON #1-18,35039213670000,E 312,Presidio,Active
PRESTON #1-32,35009205090000,E 310,Presidio,Active
PSHIGODA 1H-6,35045235190000,N 111,Presidio,Active
PUNDT #1-517,42295300940000,N 111,Presidio,SI
PUNDT #4-517H,42295332080000,N 111,Presidio,SI
PUNDT 197 #5HB,42295336840000,N 112,Presidio,Active
PUNDT 197 #6H,42295341110000,N 112,Presidio,Active
PUNDT 197 #7H,42295341640000,N 112,Presidio,Active
PURYEAR #2-19,35009214850000,C 214,Presidio,Active
PYEATT 01-51,42211322430000,C 204,Presidio,SI
"READ TRUST ""A"" #1",42211325880000,C 201,EQV,SI
"READ TRUST ""A"" #2",42211339720000,C 201,EQV,SI
PYEATT 02-51,42211325290000,C 204,Presidio,SI
PYEATT 03-51H,42211348530000,C 204,Presidio,SI
PYEATT 251H,42211348160000,C 204,Presidio,Active
PYEATT 30-51,42211337220000,C 204,Presidio,Active
PYEATT 51-1H,42211355830000,C 204,Presidio,Active
PYEATT 51-4H,42211355590000,C 204,Presidio,Active
PYLE 2-40HB,42483330870000,C 209,Presidio,Active
PYLE 3-40HD,42483331030000,C 209,Presidio,Active
PYLE 40 #5H,42483336690000,C 209,Presidio,Active
PYLE 40 #6H,42483336870000,C 209,Presidio,Active
PYLE 40 #8H,42483336050000,C 209,Presidio,Active
PYLE 40 #9H,42483337310000,C 209,Presidio,SI
PYLE 40-10H,42483337410000,C 209,Presidio,Active
PYLE 4-40HA,42483333910000,C 209,Presidio,Active
QUAIL FLATS 1H-08,35129238380000,E 303,Presidio,Active
QUANAH 95 #1H,42375318560000,N 100,Presidio,Active
R MOORE #1-1,42483325620000,C 214,Presidio,Active
RAMP #3-27,42211341010000,C 207,Presidio,Active
RAMP #4-26,42211346430000,C 207,Presidio,SI
RAMP #9-27H,42211352420000,C 207,Presidio,Active
RAMP 02-30,42211338940000,C 204,Presidio,Active
RAMP 02-50,42211338330000,C 204,Presidio,Active
RAMP 11-12,42211343380000,C 206,Presidio,Active
RAMP 1208,42211343610000,C 207,Presidio,Active
RAMP 13-12,42211342730000,C 206,Presidio,Active
RAMP 1350,42211344100000,C 204,Presidio,Active
RAMP 1412,42211343440000,C 206,Presidio,Active
RAMP 1923,42211343270000,C 206,Presidio,Active
RAMP 2-27,42211325160000,C 207,Presidio,Active
RAMP 26 #7H,42211351560000,C 207,Presidio,Active
RAMP 26 #8HD,42211351920000,C 207,Presidio,Active
RAMP 26 #9H,42211352120000,C 207,Presidio,Active
RAMP 26 1,42211304080000,C 207,Presidio,SI
RAMP 26 2,42211330380000,C 207,Presidio,SI
RAMP 27 #7H,42211351510000,C 207,Presidio,Active
RAMP 30 330H,42211348290100,C 204,Presidio,Active
RAMP 3008H,42211348080000,C 207,Presidio,Active
RAMP 30-1H,42211355240000,C 204,Presidio,SI
RAMP 30-2H,42211355260000,C 204,Presidio,Active
RAMP 30-3H,42211355340000,C 204,Presidio,Active
RAMP 30-5H,42211355420000,C 204,Presidio,Active
RAMP 5008,42211340910000,C 207,Presidio,Active
RAMP 50-1H,42211353430000,C 204,Presidio,Active
RAMP 502H,42211353810000,C 204,Presidio,Active
RAMP 50-3H,42211355600000,C 204,Presidio,Active
RAMP 504SL,42211355850000,C 204,Presidio,Active
RAMP 5-26,42211347000000,C 207,Presidio,Active
RAMP 5-27,42211344180000,C 207,Presidio,Active
RAMP 6-27 C6,42211346560000,C 207,Presidio,Active
RAMP 8030,42211342690000,C 204,Presidio,Active
RAMP ETAL 4023,42211338990000,C 206,Presidio,Active
RAMP ETAL 5023,42211338950000,C 206,Presidio,Active
RAMP RANCH 02-25,42211325240000,C 204,Presidio,SI
RAMP RANCH 1425,42211345080000,C 204,Presidio,Active
RAMP RANCH 1825,42211345090000,C 204,Presidio,Active
RAMP RANCH 25-1H,42211354900000,C 204,Presidio,Active
RAMP RANCH 3025,42211337590000,C 204,Presidio,Active
RAMP RANCH 7025,42211339310000,C 204,Presidio,SI
RAMP RANCH 8025,42211343590000,C 204,Presidio,SI
RAMP WALKER 11-1H,42211355710000,C 202,Presidio,Active
RAMP WALKER 8009,42211343340000,C 207,Presidio,Active
RAMP WALKER 8012H,42211348720000,C 206,Presidio,Active
RAMP-WALKER 31 1T,42211330040000,C 204,Presidio,SI
RAMSEY #14-58,42211341310000,C 206,Presidio,Active
RAMSEY 58 #15HD,42211350170000,C 206,Presidio,SI
RAMSEY 58 #16H,42211351660000,C 206,Presidio,Active
RAMSEY 58 #17H,42211352520000,C 206,Presidio,Active
RAMSEY 81 #1,42211310390000,C 206,Presidio,Active
RANCH #1-8,35129208200000,E 306,Presidio,Active
RANDALL 640 #1H,42295339380000,N 106,Presidio,Active
RANDALL 640 #2H,42295340040000,N 106,Presidio,Active
RANDALL 640 #3H,42295340050000,N 106,Presidio,Active
RASCAL FLATS 16-16-26 #1H,35129240210000,C 205,Presidio,Active
RAYMOND #1-17HC,35129234930000,E 308,Presidio,Active
